Ship Mode,Segment,Country,City,State,Postal Code,Region,Category,Sub-Category,Sales,Quantity,Discount,Profit,Profit Margin,Sales Category,Profitable
Standard Class,Corporate,United States,Montgomery,Alabama,36116,South,Furniture,Furnishings,21.36,8,0.00,8.12,38,Low,21.36
Standard Class,Corporate,United States,Plano,Texas,75023,Central,Office Supplies,Labels,9.86,4,0.20,3.45,35,Low,7.88
Second Class,Home Office,United States,Tamarac,Florida,33319,South,Office Supplies,Binders,3.44,1,0.70,-2.53,-73.33,Low,1.03
Second Class,Corporate,United States,Columbus,Ohio,43229,East,Office Supplies,Supplies,384.59,2,0.20,-81.73,-21.25,Low,307.67
Second Class,Consumer,United States,New York City,New York,10009,East,Office Supplies,Envelopes,22.92,3,0.00,11.23,49,Low,22.92
Second Class,Consumer,United States,Richmond,Indiana,47374,Central,Office Supplies,Binders,11.36,4,0.00,5.57,49,Low,11.36
Standard Class,Consumer,United States,Seattle,Washington,98115,West,Office Supplies,Binders,14.59,3,0.20,4.92,33.75,Low,11.67
Standard Class,Corporate,United States,Long Beach,New York,11561,East,Office Supplies,Labels,41.4,4,0.00,19.87,48,Low,41.4
First Class,Corporate,United States,Rockford,Illinois,61107,Central,Office Supplies,Binders,442.37,7,0.80,-729.91,-165,Low,88.47
Standard Class,Corporate,United States,Columbus,Georgia,31907,South,Office Supplies,Binders,34.5,3,0.00,15.53,45,Low,34.5
Same Day,Consumer,United States,Tulsa,Oklahoma,74133,Central,Office Supplies,Binders,28.85,5,0.00,14.43,50,Low,28.85
Standard Class,Consumer,United States,Nashville,Tennessee,37211,South,Office Supplies,Paper,3.49,2,0.20,1.18,33.75,Low,2.79
Standard Class,Consumer,United States,Nashville,Tennessee,37211,South,Office Supplies,Paper,143.86,9,0.20,48.55,33.75,Low,115.08
Second Class,Home Office,United States,Cambridge,Massachusetts,2138,East,Technology,Phones,311.98,2,0.00,93.59,30,Low,311.98
Second Class,Home Office,United States,Cambridge,Massachusetts,2138,East,Office Supplies,Binders,22.45,5,0.00,10.33,46,Low,22.45
Standard Class,Corporate,United States,Oakland,California,94601,West,Technology,Phones,39.99,1,0.20,-8,-20,Low,31.99
Standard Class,Corporate,United States,Oakland,California,94601,West,Furniture,Chairs,1159.06,9,0.20,43.46,3.75,High,927.24
Standard Class,Corporate,United States,Oakland,California,94601,West,Office Supplies,Art,179.9,5,0.00,44.98,25,Low,179.9
First Class,Corporate,United States,Palatine,Illinois,60067,Central,Technology,Accessories,116.31,7,0.20,23.26,20,Low,93.05
Second Class,Consumer,United States,Seattle,Washington,98105,West,Furniture,Furnishings,12.42,3,0.00,4.47,36,Low,12.42
Second Class,Consumer,United States,Seattle,Washington,98105,West,Technology,Accessories,428.4,3,0.00,89.96,21,Low,428.4
Second Class,Consumer,United States,Seattle,Washington,98105,West,Furniture,Furnishings,24.75,5,0.00,10.89,44,Low,24.75
Second Class,Consumer,United States,Seattle,Washington,98105,West,Office Supplies,Labels,87.71,7,0.00,41.22,47,Low,87.71
Second Class,Consumer,United States,Seattle,Washington,98105,West,Office Supplies,Storage,69.52,2,0.00,17.38,25,Low,69.52
Second Class,Consumer,United States,Seattle,Washington,98105,West,Technology,Phones,20.78,2,0.20,-4.68,-22.5,Low,16.63
Second Class,Consumer,United States,Seattle,Washington,98105,West,Office Supplies,Binders,12.82,3,0.20,4.17,32.5,Low,10.25
Standard Class,Consumer,United States,Cincinnati,Ohio,45231,East,Office Supplies,Labels,5.9,2,0.20,1.99,33.75,Low,4.72
Standard Class,Consumer,United States,Marion,Ohio,43302,East,Furniture,Furnishings,63.82,2,0.20,9.57,15,Low,51.06
Standard Class,Consumer,United States,Marion,Ohio,43302,East,Office Supplies,Storage,141.55,3,0.20,-26.54,-18.75,Low,113.24
Standard Class,Corporate,United States,Los Angeles,California,90049,West,Office Supplies,Envelopes,304.9,5,0.00,143.3,47,Low,304.9
Standard Class,Corporate,United States,Los Angeles,California,90049,West,Furniture,Chairs,563.24,5,0.20,56.32,10,Medium,450.59
Standard Class,Corporate,United States,Lakewood,Ohio,44107,East,Furniture,Tables,661.18,2,0.40,-231.41,-35,Medium,396.71
Standard Class,Home Office,United States,Lebanon,Tennessee,37087,South,Technology,Phones,239.98,3,0.20,18,7.5,Low,191.98
Standard Class,Corporate,United States,San Francisco,California,94122,West,Furniture,Tables,502.49,3,0.20,-87.94,-17.5,Medium,401.99
Standard Class,Corporate,United States,San Francisco,California,94122,West,Office Supplies,Binders,196.7,6,0.20,68.85,35,Low,157.36
Second Class,Home Office,United States,Chico,California,95928,West,Furniture,Chairs,915.14,4,0.20,102.95,11.25,Medium,732.11
Second Class,Home Office,United States,Chico,California,95928,West,Furniture,Furnishings,327.76,8,0.00,91.77,28,Low,327.76
First Class,Consumer,United States,Salem,Virginia,24153,South,Furniture,Chairs,701.96,2,0.00,168.47,24,Medium,701.96
Standard Class,Consumer,United States,Los Angeles,California,90008,West,Technology,Phones,88.78,3,0.20,7.77,8.75,Low,71.02
Standard Class,Consumer,United States,Los Angeles,California,90008,West,Office Supplies,Art,64.14,3,0.00,16.68,26,Low,64.14
First Class,Corporate,United States,New York City,New York,10024,East,Office Supplies,Binders,33.55,1,0.20,12.58,37.5,Low,26.84
Standard Class,Corporate,United States,Beverly,Massachusetts,1915,East,Office Supplies,Appliances,1737.18,6,0.00,503.78,29,High,1737.18
Standard Class,Corporate,United States,Beverly,Massachusetts,1915,East,Office Supplies,Storage,704.25,5,0.00,84.51,12,Medium,704.25
Standard Class,Corporate,United States,Beverly,Massachusetts,1915,East,Office Supplies,Paper,141.76,4,0.00,66.63,47,Low,141.76
Standard Class,Corporate,United States,San Diego,California,92024,West,Office Supplies,Binders,36.36,3,0.20,12.27,33.75,Low,29.09
First Class,Home Office,United States,San Francisco,California,94109,West,Furniture,Furnishings,25.83,3,0.00,9.56,37,Low,25.83
Standard Class,Consumer,United States,Chicago,Illinois,60623,Central,Office Supplies,Binders,24.59,3,0.80,-38.11,-155,Low,4.92
Standard Class,Consumer,United States,Chicago,Illinois,60623,Central,Office Supplies,Envelopes,13.98,2,0.20,4.72,33.75,Low,11.19
Standard Class,Consumer,United States,Dallas,Texas,75220,Central,Technology,Phones,195.96,5,0.20,19.6,10,Low,156.77
Second Class,Home Office,United States,Corpus Christi,Texas,78415,Central,Office Supplies,Paper,74.35,3,0.20,23.24,31.25,Low,59.48
Same Day,Consumer,United States,New York City,New York,10035,East,Office Supplies,Paper,6.68,1,0.00,3.21,48,Low,6.68
Second Class,Corporate,United States,Eugene,Oregon,97405,West,Office Supplies,Supplies,17.58,7,0.20,-4.18,-23.75,Low,14.07
Second Class,Corporate,United States,Eugene,Oregon,97405,West,Furniture,Chairs,104.78,1,0.20,-14.41,-13.75,Low,83.83
Second Class,Corporate,United States,Eugene,Oregon,97405,West,Office Supplies,Paper,47.95,3,0.20,16.78,35,Low,38.36
Second Class,Corporate,United States,Eugene,Oregon,97405,West,Furniture,Chairs,650.35,3,0.20,-97.55,-15,Medium,520.28
Second Class,Corporate,United States,Eugene,Oregon,97405,West,Office Supplies,Labels,629.18,8,0.20,228.08,36.25,Medium,503.35
Second Class,Corporate,United States,Eugene,Oregon,97405,West,Office Supplies,Paper,15.18,1,0.20,5.31,35,Low,12.14
Standard Class,Consumer,United States,Oxnard,California,93030,West,Furniture,Furnishings,127.95,3,0.00,21.75,17,Low,127.95
Standard Class,Corporate,United States,Fairfield,Connecticut,6824,East,Office Supplies,Storage,579.51,3,0.00,81.13,14,Medium,579.51
Standard Class,Corporate,United States,Fairfield,Connecticut,6824,East,Technology,Phones,14.99,1,0.00,7.35,49,Low,14.99
Standard Class,Corporate,United States,Jackson,Michigan,49201,Central,Office Supplies,Art,151.92,4,0.00,45.58,30,Low,151.92
Standard Class,Corporate,United States,Jackson,Michigan,49201,Central,Office Supplies,Labels,196.62,2,0.00,96.34,49,Low,196.62
Standard Class,Corporate,United States,Jackson,Michigan,49201,Central,Office Supplies,Paper,144.12,3,0.00,69.18,48,Low,144.12
Standard Class,Corporate,United States,Jackson,Michigan,49201,Central,Office Supplies,Paper,15.96,2,0.00,7.98,50,Low,15.96
Second Class,Corporate,United States,Laguna Niguel,California,92677,West,Technology,Phones,39.96,5,0.20,3.5,8.75,Low,31.97
Second Class,Corporate,United States,Laguna Niguel,California,92677,West,Office Supplies,Paper,34.08,6,0.00,15.34,45,Low,34.08
Standard Class,Corporate,United States,Jacksonville,Florida,32216,South,Office Supplies,Paper,10.37,2,0.20,3.63,35,Low,8.29
Standard Class,Corporate,United States,Mount Vernon,New York,10550,East,Office Supplies,Binders,7.75,3,0.20,2.81,36.25,Low,6.2
Second Class,Home Office,United States,Midland,Michigan,48640,Central,Office Supplies,Envelopes,15.28,2,0.00,7.49,49,Low,15.28
Standard Class,Consumer,United States,Newark,Delaware,19711,East,Technology,Machines,65.97,3,0.00,31.01,47,Low,65.97
Standard Class,Corporate,United States,San Francisco,California,94109,West,Office Supplies,Paper,33.4,5,0.00,16.03,48,Low,33.4
Standard Class,Corporate,United States,San Francisco,California,94109,West,Office Supplies,Envelopes,210.84,4,0.00,103.31,49,Low,210.84
Standard Class,Consumer,United States,Westland,Michigan,48185,Central,Office Supplies,Storage,13.98,1,0.00,4.05,29,Low,13.98
Standard Class,Consumer,United States,Westland,Michigan,48185,Central,Furniture,Furnishings,272.94,3,0.00,30.02,11,Low,272.94
Standard Class,Consumer,United States,Westland,Michigan,48185,Central,Office Supplies,Binders,19.05,5,0.00,8.95,47,Low,19.05
Standard Class,Consumer,United States,Westland,Michigan,48185,Central,Office Supplies,Appliances,247.72,4,0.10,93.58,37.78,Low,222.94
Standard Class,Consumer,United States,Westland,Michigan,48185,Central,Office Supplies,Storage,66.58,2,0.00,15.98,24,Low,66.58
Standard Class,Consumer,United States,Westland,Michigan,48185,Central,Office Supplies,Art,43.92,3,0.00,12.74,29,Low,43.92
Standard Class,Consumer,United States,Westland,Michigan,48185,Central,Furniture,Furnishings,14.73,3,0.00,4.86,33,Low,14.73
Standard Class,Consumer,United States,Westland,Michigan,48185,Central,Office Supplies,Binders,29.7,5,0.00,13.37,45,Low,29.7
Standard Class,Consumer,United States,New York City,New York,10011,East,Office Supplies,Binders,18.28,5,0.20,6.4,35,Low,14.62
Standard Class,Consumer,United States,Los Angeles,California,90008,West,Furniture,Furnishings,47.04,4,0.00,15.99,34,Low,47.04
Standard Class,Consumer,United States,Los Angeles,California,90008,West,Technology,Phones,339.96,5,0.20,42.5,12.5,Low,271.97
Standard Class,Corporate,United States,New York City,New York,10035,East,Technology,Phones,87.8,4,0.00,43.9,50,Low,87.8
Standard Class,Corporate,United States,New York City,New York,10035,East,Furniture,Chairs,221.38,2,0.10,2.46,1.11,Low,199.24
Standard Class,Corporate,United States,New York City,New York,10035,East,Technology,Machines,5199.96,4,0.00,"1,351.99",26,High,5199.96
First Class,Consumer,United States,Lancaster,Ohio,43130,East,Office Supplies,Storage,156.51,4,0.20,-35.22,-22.5,Low,125.21
First Class,Home Office,United States,Newark,Delaware,19711,East,Technology,Accessories,119.85,3,0.00,52.73,44,Low,119.85
First Class,Home Office,United States,Newark,Delaware,19711,East,Office Supplies,Binders,30.44,2,0.00,14.92,49,Low,30.44
First Class,Home Office,United States,Newark,Delaware,19711,East,Office Supplies,Binders,69.28,2,0.00,33.25,48,Low,69.28
First Class,Home Office,United States,Newark,Delaware,19711,East,Technology,Phones,587.97,3,0.00,170.51,29,Medium,587.97
Same Day,Home Office,United States,New York City,New York,10024,East,Office Supplies,Labels,24.55,5,0.00,12.03,49,Low,24.55
Standard Class,Consumer,United States,San Francisco,California,94109,West,Office Supplies,Binders,12.18,1,0.20,4.41,36.25,Low,9.74
Standard Class,Consumer,United States,San Francisco,California,94109,West,Office Supplies,Storage,37.32,3,0.00,10.45,28,Low,37.32
Standard Class,Consumer,United States,San Francisco,California,94109,West,Office Supplies,Supplies,35.06,2,0.00,10.52,30,Low,35.06
Standard Class,Consumer,United States,Dallas,Texas,75217,Central,Furniture,Furnishings,108.4,5,0.60,-105.69,-97.5,Low,43.36
Standard Class,Corporate,United States,Miami,Florida,33178,South,Technology,Phones,361.38,2,0.20,27.1,7.5,Low,289.1
Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19120,East,Office Supplies,Binders,2.41,1,0.70,-2.01,-83.33,Low,0.72
Standard Class,Corporate,United States,New York City,New York,10011,East,Office Supplies,Appliances,8.39,1,0.00,2.1,25,Low,8.39
Standard Class,Corporate,United States,New York City,New York,10011,East,Technology,Phones,337.98,2,0.00,101.39,30,Low,337.98
Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19120,East,Office Supplies,Storage,83.92,5,0.20,-13.64,-16.25,Low,67.14
Standard Class,Corporate,United States,Seattle,Washington,98103,West,Office Supplies,Binders,19.68,5,0.20,6.89,35,Low,15.74
Standard Class,Corporate,United States,Seattle,Washington,98103,West,Office Supplies,Paper,6.48,1,0.00,3.11,48,Low,6.48
Standard Class,Corporate,United States,Seattle,Washington,98103,West,Technology,Phones,86.35,6,0.20,8.64,10,Low,69.08
Standard Class,Home Office,United States,Los Angeles,California,90032,West,Office Supplies,Art,56.3,2,0.00,15.76,28,Low,56.3
Standard Class,Consumer,United States,Springfield,Oregon,97477,West,Office Supplies,Art,51.02,7,0.20,8.29,16.25,Low,40.81
Standard Class,Consumer,United States,Renton,Washington,98059,West,Office Supplies,Binders,150.8,5,0.20,56.55,37.5,Low,120.64
Standard Class,Consumer,United States,Renton,Washington,98059,West,Technology,Machines,1039.99,1,0.20,104,10,High,831.99
Standard Class,Consumer,United States,Renton,Washington,98059,West,Office Supplies,Paper,51.84,8,0.00,24.88,48,Low,51.84
First Class,Home Office,United States,New York City,New York,10009,East,Technology,Phones,41.22,1,0.00,11.13,27,Low,41.22
First Class,Home Office,United States,New York City,New York,10009,East,Office Supplies,Supplies,240.37,1,0.00,7.21,3,Low,240.37
First Class,Home Office,United States,New York City,New York,10009,East,Technology,Phones,119.02,2,0.00,33.33,28,Low,119.02
Standard Class,Consumer,United States,San Jose,California,95123,West,Office Supplies,Binders,133.12,5,0.20,49.92,37.5,Low,106.5
Standard Class,Corporate,United States,Grand Prairie,Texas,75051,Central,Furniture,Furnishings,38.08,5,0.60,-29.51,-77.5,Low,15.23
Same Day,Home Office,United States,New York City,New York,10009,East,Furniture,Bookcases,113.57,2,0.20,12.78,11.25,Low,90.85
Second Class,Home Office,United States,New York City,New York,10009,East,Furniture,Furnishings,83.92,4,0.00,21.82,26,Low,83.92
Second Class,Home Office,United States,New York City,New York,10009,East,Office Supplies,Art,6.63,3,0.00,3.12,47,Low,6.63
Second Class,Home Office,United States,New York City,New York,10009,East,Technology,Accessories,371.97,3,0.00,66.95,18,Low,371.97
Standard Class,Corporate,United States,Memphis,Tennessee,38109,South,Furniture,Chairs,561.58,2,0.20,70.2,12.5,Medium,449.27
Standard Class,Corporate,United States,Memphis,Tennessee,38109,South,Office Supplies,Storage,99.92,5,0.20,-1.25,-1.25,Low,79.94
First Class,Home Office,United States,Philadelphia,Pennsylvania,19143,East,Office Supplies,Labels,4.93,2,0.20,1.72,35,Low,3.94
Standard Class,Consumer,United States,Los Angeles,California,90004,West,Furniture,Furnishings,14.76,2,0.00,4.28,29,Low,14.76
Standard Class,Home Office,United States,Waterbury,Connecticut,6708,East,Technology,Accessories,99.99,1,0.00,42,42,Low,99.99
Standard Class,Home Office,United States,Waterbury,Connecticut,6708,East,Office Supplies,Storage,286.15,5,0.00,71.54,25,Low,286.15
Standard Class,Home Office,United States,Chandler,Arizona,85224,West,Office Supplies,Fasteners,49.79,8,0.20,-11.83,-23.75,Low,39.83
Standard Class,Consumer,United States,Springfield,Ohio,45503,East,Furniture,Bookcases,299.98,5,0.50,-167.99,-56,Low,149.99
Standard Class,Consumer,United States,Springfield,Ohio,45503,East,Technology,Phones,158.38,4,0.40,-36.95,-23.33,Low,95.03
First Class,Consumer,United States,Austin,Texas,78745,Central,Office Supplies,Binders,32.78,4,0.80,-52.45,-160,Low,6.56
First Class,Consumer,United States,Austin,Texas,78745,Central,Technology,Accessories,47.98,2,0.20,14.4,30,Low,38.39
First Class,Consumer,United States,Austin,Texas,78745,Central,Technology,Accessories,62.59,8,0.20,13.3,21.25,Low,50.07
First Class,Consumer,United States,Austin,Texas,78745,Central,Office Supplies,Binders,4.28,1,0.80,-6.63,-155,Low,0.86
Standard Class,Consumer,United States,Detroit,Michigan,48234,Central,Office Supplies,Paper,10.56,2,0.00,4.75,45,Low,10.56
Standard Class,Consumer,United States,Detroit,Michigan,48234,Central,Office Supplies,Storage,229.94,2,0.00,6.9,3,Low,229.94
Standard Class,Corporate,United States,Springfield,Virginia,22153,South,Office Supplies,Envelopes,311.15,5,0.00,146.24,47,Low,311.15
Standard Class,Corporate,United States,Springfield,Virginia,22153,South,Office Supplies,Paper,12.96,2,0.00,6.35,49,Low,12.96
Standard Class,Consumer,United States,New York City,New York,10011,East,Office Supplies,Paper,14.62,2,0.00,6.73,46,Low,14.62
Standard Class,Consumer,United States,New York City,New York,10011,East,Office Supplies,Labels,5.76,2,0.00,2.82,49,Low,5.76
Standard Class,Consumer,United States,New York City,New York,10011,East,Office Supplies,Fasteners,21.48,6,0.00,10.53,49,Low,21.48
Standard Class,Consumer,United States,New York City,New York,10011,East,Furniture,Furnishings,396.92,4,0.00,198.46,50,Low,396.92
Standard Class,Consumer,United States,New York City,New York,10011,East,Office Supplies,Storage,17.15,1,0.00,4.63,27,Low,17.15
Standard Class,Consumer,United States,New York City,New York,10011,East,Office Supplies,Binders,23.12,2,0.20,7.8,33.75,Low,18.5
Standard Class,Home Office,United States,Dallas,Texas,75217,Central,Office Supplies,Art,5.25,2,0.20,0.59,11.25,Low,4.2
Standard Class,Home Office,United States,Concord,New Hampshire,3301,East,Technology,Phones,824.95,5,0.00,247.49,30,Medium,824.95
Standard Class,Home Office,United States,Concord,New Hampshire,3301,East,Office Supplies,Labels,24.64,8,0.00,11.83,48,Low,24.64
Standard Class,Home Office,United States,Concord,New Hampshire,3301,East,Office Supplies,Art,227.88,6,0.00,68.36,30,Low,227.88
First Class,Consumer,United States,Lafayette,Louisiana,70506,South,Furniture,Bookcases,241.96,2,0.00,33.87,14,Low,241.96
First Class,Consumer,United States,Lafayette,Louisiana,70506,South,Office Supplies,Binders,3.89,1,0.00,1.87,48,Low,3.89
First Class,Consumer,United States,Lafayette,Louisiana,70506,South,Furniture,Furnishings,8.01,3,0.00,3.04,38,Low,8.01
Standard Class,Consumer,United States,Raleigh,North Carolina,27604,South,Technology,Phones,177.48,3,0.20,19.97,11.25,Low,141.98
Second Class,Corporate,United States,Spokane,Washington,99207,West,Furniture,Chairs,569.57,2,0.20,7.12,1.25,Medium,455.65
Second Class,Corporate,United States,Spokane,Washington,99207,West,Office Supplies,Storage,149.73,7,0.00,43.42,29,Low,149.73
First Class,Consumer,United States,Houston,Texas,77041,Central,Furniture,Chairs,899.43,5,0.30,-12.85,-1.43,Medium,629.6
First Class,Consumer,United States,Houston,Texas,77041,Central,Office Supplies,Art,46.2,5,0.20,5.78,12.5,Low,36.96
First Class,Consumer,United States,Houston,Texas,77041,Central,Office Supplies,Paper,47.95,3,0.20,16.18,33.75,Low,38.36
First Class,Consumer,United States,Houston,Texas,77041,Central,Technology,Phones,7.99,1,0.20,0.7,8.75,Low,6.39
First Class,Consumer,United States,Houston,Texas,77041,Central,Office Supplies,Paper,76.86,2,0.20,26.9,35,Low,61.49
Standard Class,Home Office,United States,Louisville,Kentucky,40214,South,Office Supplies,Binders,102.93,3,0.00,48.38,47,Low,102.93
Standard Class,Home Office,United States,Louisville,Kentucky,40214,South,Technology,Accessories,98.16,6,0.00,9.82,10,Low,98.16
Second Class,Home Office,United States,Hollywood,Florida,33021,South,Office Supplies,Binders,11.52,5,0.70,-7.68,-66.67,Low,3.46
Same Day,Corporate,United States,Chandler,Arizona,85224,West,Office Supplies,Paper,83.88,1,0.20,29.36,35,Low,67.1
Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19120,East,Technology,Phones,108.58,4,0.40,-25.33,-23.33,Low,65.15
Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19120,East,Office Supplies,Fasteners,5.98,2,0.20,-1.35,-22.5,Low,4.79
Standard Class,Corporate,United States,Tulsa,Oklahoma,74133,Central,Office Supplies,Supplies,21.96,2,0.00,6.15,28,Low,21.96
Standard Class,Corporate,United States,Tulsa,Oklahoma,74133,Central,Furniture,Chairs,368.97,3,0.00,81.17,22,Low,368.97
Standard Class,Corporate,United States,Tulsa,Oklahoma,74133,Central,Office Supplies,Art,12.39,3,0.00,3.47,28,Low,12.39
Standard Class,Corporate,United States,Tulsa,Oklahoma,74133,Central,Office Supplies,Storage,332.94,3,0.00,9.99,3,Low,332.94
Standard Class,Corporate,United States,Draper,Utah,84020,West,Technology,Accessories,111.93,7,0.00,34.7,31,Low,111.93
First Class,Home Office,United States,Oakland,California,94601,West,Furniture,Chairs,454.27,8,0.20,-73.82,-16.25,Low,363.42
Standard Class,Consumer,United States,Lawrence,Massachusetts,1841,East,Office Supplies,Paper,19.44,3,0.00,9.33,48,Low,19.44
Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19120,East,Technology,Copiers,8399.98,4,0.40,"1,120.00",13.33,High,5039.99
Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19120,East,Office Supplies,Binders,6.29,1,0.70,-4.2,-66.67,Low,1.89
Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19120,East,Office Supplies,Paper,10.37,2,0.20,3.63,35,Low,8.29
Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19120,East,Technology,Phones,122.38,3,0.40,-24.48,-20,Low,73.43
Standard Class,Consumer,United States,Jacksonville,North Carolina,28540,South,Office Supplies,Storage,25.98,2,0.20,-1.62,-6.25,Low,20.79
Standard Class,Consumer,United States,Jacksonville,North Carolina,28540,South,Furniture,Tables,945.04,6,0.40,-299.26,-31.67,Medium,567.02
Standard Class,Consumer,United States,Jacksonville,North Carolina,28540,South,Office Supplies,Binders,14.3,7,0.70,-10.49,-73.33,Low,4.29
Standard Class,Consumer,United States,Jacksonville,North Carolina,28540,South,Furniture,Furnishings,410.35,3,0.20,-51.29,-12.5,Low,328.28
Standard Class,Corporate,United States,Chicago,Illinois,60610,Central,Office Supplies,Paper,23.52,5,0.20,8.53,36.25,Low,18.82
Standard Class,Corporate,United States,Chicago,Illinois,60610,Central,Technology,Phones,180.96,5,0.20,13.57,7.5,Low,144.77
First Class,Consumer,United States,Pocatello,Idaho,83201,West,Furniture,Furnishings,35,4,0.00,14.7,42,Low,35
First Class,Consumer,United States,Pocatello,Idaho,83201,West,Office Supplies,Storage,477.15,5,0.00,28.63,6,Low,477.15
First Class,Consumer,United States,Pocatello,Idaho,83201,West,Technology,Phones,302.38,3,0.20,22.68,7.5,Low,241.9
Standard Class,Consumer,United States,Plano,Texas,75023,Central,Furniture,Tables,974.99,4,0.30,-97.5,-10,Medium,682.49
First Class,Consumer,United States,New York City,New York,10024,East,Furniture,Chairs,589.41,5,0.10,-6.55,-1.11,Medium,530.47
Standard Class,Corporate,United States,New York City,New York,10024,East,Office Supplies,Art,34.7,5,0.00,12.49,36,Low,34.7
Standard Class,Corporate,United States,New York City,New York,10024,East,Office Supplies,Storage,99.87,3,0.00,23.97,24,Low,99.87
Standard Class,Corporate,United States,New York City,New York,10024,East,Office Supplies,Paper,37.94,2,0.00,18.21,48,Low,37.94
Standard Class,Corporate,United States,New York City,New York,10024,East,Office Supplies,Labels,24.9,5,0.00,11.45,46,Low,24.9
Standard Class,Corporate,United States,New York City,New York,10024,East,Furniture,Furnishings,82.26,3,0.00,33.73,41,Low,82.26
Standard Class,Consumer,United States,Chicago,Illinois,60623,Central,Office Supplies,Fasteners,7.1,6,0.20,2.49,35,Low,5.68
Second Class,Home Office,United States,Houston,Texas,77095,Central,Furniture,Furnishings,103.5,5,0.60,-77.63,-75,Low,41.4
Second Class,Home Office,United States,Houston,Texas,77095,Central,Office Supplies,Labels,2.46,1,0.20,0.86,35,Low,1.97
Second Class,Home Office,United States,Houston,Texas,77095,Central,Office Supplies,Storage,8.72,1,0.20,0.65,7.5,Low,6.98
Standard Class,Consumer,United States,Meriden,Connecticut,6450,East,Office Supplies,Binders,10.76,2,0.00,5.16,48,Low,10.76
Standard Class,Consumer,United States,Meriden,Connecticut,6450,East,Office Supplies,Paper,45.68,2,0.00,21.01,46,Low,45.68
Standard Class,Consumer,United States,Meriden,Connecticut,6450,East,Office Supplies,Art,6.7,1,0.00,2.21,33,Low,6.7
Second Class,Consumer,United States,Glenview,Illinois,60025,Central,Technology,Phones,158.38,3,0.20,13.86,8.75,Low,126.7
Standard Class,Consumer,United States,Houston,Texas,77036,Central,Office Supplies,Art,3.44,2,0.20,0.56,16.25,Low,2.75
First Class,Consumer,United States,San Francisco,California,94110,West,Office Supplies,Storage,56.56,2,0.00,15.27,27,Low,56.56
First Class,Consumer,United States,San Francisco,California,94110,West,Furniture,Furnishings,36.96,7,0.00,11.46,31,Low,36.96
Standard Class,Corporate,United States,New York City,New York,10009,East,Technology,Phones,135.99,1,0.00,36.72,27,Low,135.99
Standard Class,Corporate,United States,New York City,New York,10009,East,Office Supplies,Art,15.96,7,0.00,7.02,44,Low,15.96
First Class,Corporate,United States,Baltimore,Maryland,21215,East,Office Supplies,Art,3.76,2,0.00,1.09,29,Low,3.76
First Class,Corporate,United States,Baltimore,Maryland,21215,East,Office Supplies,Art,14.7,5,0.00,6.62,45,Low,14.7
First Class,Corporate,United States,Baltimore,Maryland,21215,East,Office Supplies,Art,37.2,5,0.00,9.3,25,Low,37.2
First Class,Corporate,United States,Baltimore,Maryland,21215,East,Technology,Accessories,89.97,3,0.00,18.89,21,Low,89.97
First Class,Corporate,United States,Baltimore,Maryland,21215,East,Furniture,Chairs,261.96,2,0.00,23.58,9,Low,261.96
First Class,Corporate,United States,Baltimore,Maryland,21215,East,Office Supplies,Labels,74,5,0.00,37,50,Low,74
Standard Class,Home Office,United States,Louisville,Kentucky,40214,South,Furniture,Furnishings,13.28,2,0.00,6.37,48,Low,13.28
Standard Class,Consumer,United States,Lebanon,Tennessee,37087,South,Office Supplies,Storage,84.96,6,0.20,6.37,7.5,Low,67.97
Second Class,Consumer,United States,Los Angeles,California,90008,West,Technology,Accessories,68.46,7,0.00,25.33,37,Low,68.46
Standard Class,Home Office,United States,Providence,Rhode Island,2908,East,Office Supplies,Storage,2079.4,5,0.00,582.23,28,High,2079.4
Standard Class,Home Office,United States,Providence,Rhode Island,2908,East,Technology,Phones,629.95,5,0.00,176.39,28,Medium,629.95
Standard Class,Home Office,United States,Providence,Rhode Island,2908,East,Furniture,Furnishings,72.42,6,0.00,23.9,33,Low,72.42
Standard Class,Home Office,United States,Detroit,Michigan,48234,Central,Technology,Phones,131.98,2,0.00,35.63,27,Low,131.98
Standard Class,Home Office,United States,Detroit,Michigan,48234,Central,Technology,Accessories,114.52,7,0.00,11.45,10,Low,114.52
Standard Class,Home Office,United States,Houston,Texas,77070,Central,Office Supplies,Labels,100.24,10,0.20,33.83,33.75,Low,80.19
Second Class,Consumer,United States,Columbia,Tennessee,38401,South,Office Supplies,Appliances,871.8,3,0.20,87.18,10,Medium,697.44
First Class,Corporate,United States,Philadelphia,Pennsylvania,19140,East,Furniture,Bookcases,61.96,4,0.50,-53.29,-86,Low,30.98
Standard Class,Consumer,United States,Pembroke Pines,Florida,33024,South,Office Supplies,Binders,4.55,3,0.70,-3.49,-76.67,Low,1.37
Standard Class,Consumer,United States,Pembroke Pines,Florida,33024,South,Office Supplies,Appliances,5.2,2,0.20,0.59,11.25,Low,4.16
